object:position:rotation
long-hedge:45.0,0.0,11.0:720.0
hedge:32.0,0.0,27.0:810.0
hedge:10.0,0.0,27.0:810.0
tree:36.0,0.0,-15.0:810.0
tree:12.0,0.0,-15.0:900.0
tree:23.0,0.0,-35.0:900.0
tree:-29.0,0.0,-34.0:900.0
tree:-18.0,0.0,-55.0:900.0
tree:-54.0,0.0,-29.0:900.0
hedge:-90.0,0.0,12.0:900.0
long-hedge:-48.0,0.0,-2.0:1080.0
tree:-63.0,0.0,-5.0:1080.0
tree:-77.0,0.0,-24.0:1080.0
tree:-63.0,0.0,19.0:1080.0
player:34.0,0.0,10.0:-90.0
farmer:-10.0,0.0,9.0:0.0
tree:59.0,0.0,10.0:0.0
tree:59.0,0.0,-13.0:0.0
tree:-4.0,0.0,-34.0:900.0
hedge:10.0,0.0,-48.0:990.0
long-hedge:-46.0,0.0,-47.0:990.0
gate:8.0,0.0,-2.0:630.0
fence:-2.0,0.0,-12.0:180.0
fence:-2.0,0.0,28.0:180.0
fence:8.0,0.0,18.0:270.0
fence:28.0,0.0,18.0:270.0
fence:38.0,0.0,8.0:360.0
fence:28.0,0.0,-2.0:270.0
fence:-12.0,0.0,-22.0:90.0
bucket:-6.0,0.0,-18.0:810.0
fence:-32.0,0.0,-22.0:90.0
fence:-42.0,0.0,-12.0:0.0
fence:-42.0,0.0,8.0:0.0
fence:-42.0,0.0,28.0:180.0
fence:-32.0,0.0,38.0:90.0
fence:-12.0,0.0,38.0:90.0
row:-28.0,0.0,2.0:-90.0
lettuce:-34.0,0.0,2.0:-90.0
lettuce:-30.0,0.0,2.0:-90.0
lettuce:-26.0,0.0,2.0:-90.0
lettuce:-22.0,0.0,2.0:-90.0
bucket:-38.0,0.0,-18.0:900.0
row:-28,0,-14:90
carrot:-34,0,-14:90
carrot:-30,0,-14:270
carrot:-26,0,-14:360
carrot:-22,0,-14:180
carrot:-34,0,-6:180
carrot:-30,0,-6:90
carrot:-26,0,-6:-90
carrot:-22,0,-6:0
row:-28,0,-6:90
row:-28,0,10:-90
tomato:-34,0,10:90
tomato:-30,0,10:180
tomato:-26,0,10:0
tomato:-22,0,10:90
